title,pubDate,guid,link,description
'Reselling PlayStations keeps a roof over my head',"Sat, 12 Mar 2022 00:13:50 GMT",https://www.bbc.co.uk/news/technology-60709207,https://www.bbc.co.uk/news/technology-60709207?at_medium=RSS&at_campaign=KARANGA,How so-called scalpers use online bots to snap up consoles and resell them for profit.
Farming Wales: The farmer making vodka from sheep milk,"Fri, 11 Mar 2022 23:03:14 GMT",https://www.bbc.co.uk/news/uk-wales-60692167,https://www.bbc.co.uk/news/uk-wales-60692167?at_medium=RSS&at_campaign=KARANGA,"Bryn Perry, from Pembrokeshire, recycles leftover whey from his cheese-making to produce the spirit."
Australia floods: 'I'm angry it's happening again',"Fri, 11 Mar 2022 16:57:06 GMT",https://www.bbc.co.uk/news/world-australia-60686223,https://www.bbc.co.uk/news/world-australia-60686223?at_medium=RSS&at_campaign=KARANGA,"Australians are reeling from one of their worst natural disasters, but many despair at a sense of déjà vu."
Ukraine: How China is censoring online discussion of the war,"Sat, 12 Mar 2022 00:14:55 GMT",https://www.bbc.co.uk/news/60684682,https://www.bbc.co.uk/news/60684682?at_medium=RSS&at_campaign=KARANGA,The authorities are struggling to keep a lid on pro- and anti-Russian views being discussed online.
The Ukrainian sisters separated by war,"Fri, 11 Mar 2022 11:36:00 GMT",https://www.bbc.co.uk/news/uk-england-london-60689753,https://www.bbc.co.uk/news/uk-england-london-60689753?at_medium=RSS&at_campaign=KARANGA,Tetyana Nesterchuk is safe in London while her sister Mariia has chosen to stay in war-torn Ukraine.
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Fri, 11 Mar 2022 17:52:37 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.
‘It was a nightmare in that place’,"Fri, 11 Mar 2022 12:27:59 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60698025,https://www.bbc.co.uk/news/uk-northern-ireland-60698025?at_medium=RSS&at_campaign=KARANGA,"For abuse survivors, Friday's apology has been hard fought - but the years of pain are as vivid as ever."
Cost of living: What Tory MPs want from Rishi Sunak,"Fri, 11 Mar 2022 14:58:59 GMT",https://www.bbc.co.uk/news/uk-politics-60705352,https://www.bbc.co.uk/news/uk-politics-60705352?at_medium=RSS&at_campaign=KARANGA,"MPs are not short of ideas for the chancellor to help struggling families, but all come at a price."
Raducanu into Indian Wells third round with win over Garcia,"Sat, 12 Mar 2022 06:45:08 GMT",https://www.bbc.co.uk/sport/tennis/60715920,https://www.bbc.co.uk/sport/tennis/60715920?at_medium=RSS&at_campaign=KARANGA,"Emma Raducanu gets past Caroline Garcia, while fellow Brit Harriet Dart overcomes Elina Svitolina to reach the third round at Indian Wells."
Murray beats Daniel at Indian Wells for 700th ATP win,"Sat, 12 Mar 2022 06:36:12 GMT",https://www.bbc.co.uk/sport/tennis/60711780,https://www.bbc.co.uk/sport/tennis/60711780?at_medium=RSS&at_campaign=KARANGA,Andy Murray fights back from a set down to beat Taro Daniel 1-6 6-2 6-4 in the first round at Indian Wells as he secures a 700th win on the ATP Tour.
Winter Paralympics: Britain's Menna Fitzpatrick finishes fourth in slalom,"Sat, 12 Mar 2022 06:41:50 GMT",https://www.bbc.co.uk/sport/winter-sports/60718240,https://www.bbc.co.uk/sport/winter-sports/60718240?at_medium=RSS&at_campaign=KARANGA,Britain's Menna Fitzpatrick narrowly misses another Winter Paralympic medal with fourth in the visually-impaired slalom.
Six Nations: 'Ireland will demand new level from new England',"Sat, 12 Mar 2022 06:29:09 GMT",https://www.bbc.co.uk/sport/rugby-union/60713705,https://www.bbc.co.uk/sport/rugby-union/60713705?at_medium=RSS&at_campaign=KARANGA,"England have promised physicality, but will also need unseen accuracy and ambition to derail a resurgent Ireland in Twickenham showdown."
Six Nations: France edge past Wales to keep Grand Slam hopes alive,"Fri, 11 Mar 2022 22:51:53 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714281,https://www.bbc.co.uk/sport/av/rugby-union/60714281?at_medium=RSS&at_campaign=KARANGA,Watch highlights as France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 win over Wales.
Women's World Cup: 'Sensational!' - Matthews takes brilliant catch to remove Sharma,"Sat, 12 Mar 2022 02:26:00 GMT",https://www.bbc.co.uk/sport/av/cricket/60703936,https://www.bbc.co.uk/sport/av/cricket/60703936?at_medium=RSS&at_campaign=KARANGA,"West Indies' Hayley Matthews takes a ""sensational"" catch at first slip to remove India's Deepti Sharma during their Women's World Cup match in Hamilton."
Six Nations: Dan Biggar kept Wales in the game against France - Martin Johnson,"Fri, 11 Mar 2022 22:30:47 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714279,https://www.bbc.co.uk/sport/av/rugby-union/60714279?at_medium=RSS&at_campaign=KARANGA,"Martin Johnson praises Dan Biggar's ""very impressive"" performance in Wales' narrow 13-9 defeat to France at the Principality Stadium."
Ukraine war: Evacuations 'extremely difficult' amid shelling,"Sat, 12 Mar 2022 21:58:08 GMT",https://www.bbc.co.uk/news/world-europe-60721323,https://www.bbc.co.uk/news/world-europe-60721323?at_medium=RSS&at_campaign=KARANGA,New attempts are under way to get civilians out of bombed Ukrainian cities as Russia's attack intensifies.
Ukraine war: UK households offered £350 a month for hosting refugees,"Sun, 13 Mar 2022 01:03:18 GMT",https://www.bbc.co.uk/news/uk-60724111,https://www.bbc.co.uk/news/uk-60724111?at_medium=RSS&at_campaign=KARANGA,"Households are encouraged to join the ""national effort"", but critics say the plan falls short."
Roman Abramovich: Rabbi investigated over Portuguese citizenship,"Sat, 12 Mar 2022 23:39:14 GMT",https://www.bbc.co.uk/news/world-europe-60724509,https://www.bbc.co.uk/news/world-europe-60724509?at_medium=RSS&at_campaign=KARANGA,Daniel Litvak helped Russian billionaire Roman Abramovich obtain Portuguese citizenship.
Sarah Everard: Protesters demand 'radical change' to Met Police,"Sat, 12 Mar 2022 19:45:48 GMT",https://www.bbc.co.uk/news/uk-england-london-60720907,https://www.bbc.co.uk/news/uk-england-london-60720907?at_medium=RSS&at_campaign=KARANGA,"Protesters demand change a year since clashes with police at an unauthorised vigil for Sarah Everard,"
Scotland and Wales bid to be refugee super sponsors,"Sun, 13 Mar 2022 00:11:35 GMT",https://www.bbc.co.uk/news/uk-scotland-60722616,https://www.bbc.co.uk/news/uk-scotland-60722616?at_medium=RSS&at_campaign=KARANGA,The first ministers want Ukrainians to be housed quickly and given help with safeguarding and services.
Brexit: Micheál Martin and Boris Johnson discuss NI Protocol,"Sat, 12 Mar 2022 18:23:07 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60723231,https://www.bbc.co.uk/news/uk-northern-ireland-60723231?at_medium=RSS&at_campaign=KARANGA,Micheál Martin and Boris Johnson met prior to attending the Ireland-England rugby match on Saturday.
England in West Indies: Spirited tourists have to settle for draw in first Test,"Sat, 12 Mar 2022 22:12:52 GMT",https://www.bbc.co.uk/sport/cricket/60721663,https://www.bbc.co.uk/sport/cricket/60721663?at_medium=RSS&at_campaign=KARANGA,England have to settle for a draw in the first Test against West Indies despite a spirited performance on the final day in Antigua.
Ukraine war: Protests after Russians 'abduct' Melitopol mayor,"Sat, 12 Mar 2022 09:45:51 GMT",https://www.bbc.co.uk/news/world-europe-60719123,https://www.bbc.co.uk/news/world-europe-60719123?at_medium=RSS&at_campaign=KARANGA,"The president accuses the Russians of ""moving to a new stage of terror"" as Melitopol residents protest."
Boss accused of defrauding blind workers' pensions,"Sun, 13 Mar 2022 00:27:27 GMT",https://www.bbc.co.uk/news/business-60162686,https://www.bbc.co.uk/news/business-60162686?at_medium=RSS&at_campaign=KARANGA,"Blind staff at failed 168-year-old business say they are owed pay, redundancy and furlough money."
Saudi Arabia executes 81 men in one day,"Sat, 12 Mar 2022 15:17:09 GMT",https://www.bbc.co.uk/news/world-middle-east-60722057,https://www.bbc.co.uk/news/world-middle-east-60722057?at_medium=RSS&at_campaign=KARANGA,"The range of charges on which the men were convicted included terrorism and holding ""deviant beliefs""."
Body of missing hillwalker found in Glen Coe,"Sat, 12 Mar 2022 16:05:38 GMT",https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60722612,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60722612?at_medium=RSS&at_campaign=KARANGA,"Neil Gillingham, from Kilmarnock, went missing on a walk with his dog last Sunday on Stob Coire Sgreamhach."
Rod Stewart fixes potholes near his Harlow home,"Sat, 12 Mar 2022 17:49:34 GMT",https://www.bbc.co.uk/news/uk-england-essex-60722727,https://www.bbc.co.uk/news/uk-england-essex-60722727?at_medium=RSS&at_campaign=KARANGA,The singer shovels gravel on the road and claims his Ferrari cannot get through the potholes.
Manchester United 3-2 Tottenham Hotspur: Cristiano Ronaldo scores hat-trick in thriller,"Sat, 12 Mar 2022 20:11:51 GMT",https://www.bbc.co.uk/sport/football/60628394,https://www.bbc.co.uk/sport/football/60628394?at_medium=RSS&at_campaign=KARANGA,Cristiano Ronaldo scores a hat-trick as Manchester United beat Tottenham to move into the Champions League places.
War in Ukraine: 'No one wants to die' - meeting Ukraine's teenage soldiers,"Sat, 12 Mar 2022 23:57:22 GMT",https://www.bbc.co.uk/news/world-europe-60724560,https://www.bbc.co.uk/news/world-europe-60724560?at_medium=RSS&at_campaign=KARANGA,Young volunteers swap their studies for assault rifles as they prepare to defend Kyiv from Russian forces.
Russia faces brain drain as thousands flee abroad,"Sun, 13 Mar 2022 01:41:10 GMT",https://www.bbc.co.uk/news/world-europe-60697763,https://www.bbc.co.uk/news/world-europe-60697763?at_medium=RSS&at_campaign=KARANGA,Many Russians who can afford it have fled to nearby countries since Russia invaded Ukraine.
Russia sanctions: How the measures have changed daily life,"Sun, 13 Mar 2022 01:34:57 GMT",https://www.bbc.co.uk/news/world-europe-60647543,https://www.bbc.co.uk/news/world-europe-60647543?at_medium=RSS&at_campaign=KARANGA,Prices are rising in Russia and some goods are harder to buy. Here are ways sanctions are affecting daily life.
Ukraine maps: At-a-glance guide to the Russia war,"Sat, 12 Mar 2022 17:28:30 GMT",https://www.bbc.co.uk/news/world-europe-60506682,https://www.bbc.co.uk/news/world-europe-60506682?at_medium=RSS&at_campaign=KARANGA,Russian troops have expanded their offensive as they continue attempts to cut off the capital Kyiv.
Ukraine: 'Not all Russians support this war',"Sun, 13 Mar 2022 00:02:13 GMT",https://www.bbc.co.uk/news/world-europe-60710975,https://www.bbc.co.uk/news/world-europe-60710975?at_medium=RSS&at_campaign=KARANGA,Yevgeny says it is his responsibility as a Russian to help Ukrainians.
The Papers: £350 a month refugee plan and plea to help orphans,"Sun, 13 Mar 2022 01:27:22 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60724726,https://www.bbc.co.uk/news/blogs-the-papers-60724726?at_medium=RSS&at_campaign=KARANGA,The new scheme that will allow people in the UK to host Ukrainian refugees dominates the front pages.
Your pictures on the theme of 'urban landscape',"Sun, 13 Mar 2022 00:48:47 GMT",https://www.bbc.co.uk/news/in-pictures-60661075,https://www.bbc.co.uk/news/in-pictures-60661075?at_medium=RSS&at_campaign=KARANGA,A selection of striking images from our readers around the world.
The first sex worker strike: 'We are just women and mothers',"Sun, 13 Mar 2022 00:00:40 GMT",https://www.bbc.co.uk/news/stories-60692009,https://www.bbc.co.uk/news/stories-60692009?at_medium=RSS&at_campaign=KARANGA,"When 200 French sex workers took refuge in a church, it started a movement"
Ukraine war: Pictures of war intensifying in third week,"Sat, 12 Mar 2022 12:15:39 GMT",https://www.bbc.co.uk/news/world-europe-60720169,https://www.bbc.co.uk/news/world-europe-60720169?at_medium=RSS&at_campaign=KARANGA,Images from Russia's invasion of Ukraine show a conflict turning deadlier nearly three weeks on.
Console 'scalper' on stockpiling PlayStations for profit,"Sat, 12 Mar 2022 09:21:11 GMT",https://www.bbc.co.uk/news/technology-60719023,https://www.bbc.co.uk/news/technology-60719023?at_medium=RSS&at_campaign=KARANGA,Omar Mehtab spoke to a 'scalper;' a person who stockpiles popular products and resells them for profit.
Will Russia's attack on Ukraine help thaw US-Venezuela relations?,"Sun, 13 Mar 2022 00:23:15 GMT",https://www.bbc.co.uk/news/world-latin-america-60697017,https://www.bbc.co.uk/news/world-latin-america-60697017?at_medium=RSS&at_campaign=KARANGA,"The ban on Russian oil exports is causing prices to surge, and leaders are revisiting some awkward friendships."
Indian evacuee: The kindness of Ukrainians saved my life,"Sun, 13 Mar 2022 00:59:06 GMT",https://www.bbc.co.uk/news/world-asia-india-60650018,https://www.bbc.co.uk/news/world-asia-india-60650018?at_medium=RSS&at_campaign=KARANGA,"From an airstrike bunker to his mum's relieved hugs, Vishnu tells how he and his dog fled Ukraine to India."
Xenotransplantation: Are pigs the future of organ transplants?,"Sun, 13 Mar 2022 00:34:47 GMT",https://www.bbc.co.uk/news/health-60708120,https://www.bbc.co.uk/news/health-60708120?at_medium=RSS&at_campaign=KARANGA,"After a series of medical breakthroughs, will these animals solve the global shortage of organs?"
Bafta Awards 2022: Stars prepare to return to in-person ceremony,"Sun, 13 Mar 2022 00:54:17 GMT",https://www.bbc.co.uk/news/entertainment-arts-60675263,https://www.bbc.co.uk/news/entertainment-arts-60675263?at_medium=RSS&at_campaign=KARANGA,Australian star Rebel Wilson will host the full-capacity ceremony at London's Royal Albert Hall.
"'Without TikTok, I'd still be a wedding singer'","Sun, 13 Mar 2022 00:54:43 GMT",https://www.bbc.co.uk/news/technology-60706269,https://www.bbc.co.uk/news/technology-60706269?at_medium=RSS&at_campaign=KARANGA,The video-sharing platform's new SoundOn service will let people distribute their own music.
PGI status: Could Welsh leeks become the new Cornish pasty?,"Sat, 12 Mar 2022 21:53:54 GMT",https://www.bbc.co.uk/news/uk-wales-60523966,https://www.bbc.co.uk/news/uk-wales-60523966?at_medium=RSS&at_campaign=KARANGA,The humble vegetable could be about to join the likes of Cheddar Cheese and Cornish Pasties.
Isak Munda: The Orissa labourer who became a YouTube star,"Sun, 13 Mar 2022 00:59:28 GMT",https://www.bbc.co.uk/news/world-asia-india-60590121,https://www.bbc.co.uk/news/world-asia-india-60590121?at_medium=RSS&at_campaign=KARANGA,Isak Munda says the platform has changed his life since he started posting videos.
